date,site,parameter,index_value,description,health_advisory,health_effects
2019-07-10,Lawrenceville,OZONE,50,Good,,
2019-07-10,Liberty 2,PM10,19,Good,,
2019-07-10,Liberty 2,PM25T,66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-10,North Braddock,SO2,9,Good,,
2019-07-10,Harrison Township,OZONE,50,Good,,
2019-07-10,Glassport High Street,PM10,20,Good,,
2019-07-10,Lincoln,PM25,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-10,Avalon,PM25T,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-10,Liberty,SO2,24,Good,,
2019-07-10,Parkway East,CO,5,Good,,
2019-07-10,Parkway East,PM25T,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-10,Lawrenceville 2,SO2,2,Good,,
2019-07-10,Flag Plaza,PM10,21,Good,,
2019-07-10,North Braddock,PM10B,32,Good,,
2019-07-10,Lincoln,PM10,22,Good,,
2019-07-10,South Fayette,SO2,4,Good,,
2019-07-10,West Mifflin,SO2,6,Good,,
2019-07-11,Glassport High Street,PM10,25,Good,,
2019-07-11,Parkway East,PM25T,31,Good,,
2019-07-11,Liberty,SO2,19,Good,,
2019-07-11,Lawrenceville 2,CO,4,Good,,
2019-07-11,Parkway East,NO2,21,Good,,
2019-07-11,Lawrenceville,OZONE,33,Good,,
2019-07-11,Liberty 2,PM10,21,Good,,
2019-07-11,Parkway East,CO,7,Good,,
2019-07-11,Avalon,PM25T,33,Good,,
2019-07-11,Clairton,SO2,4,Good,,
2019-07-11,Lincoln,PM10,19,Good,,
2019-07-11,North Braddock,PM10B,32,Good,,
2019-07-11,South Fayette,SO2,0,Good,,
2019-07-11,West Mifflin,SO2,3,Good,,
2019-07-11,Lawrenceville,PM25B,35,Good,,
2019-07-11,Liberty 2,PM25T,49,Good,,
2019-07-11,Flag Plaza,CO,2,Good,,
2019-07-11,Harrison Township,OZONE,38,Good,,
2019-07-11,South Fayette,OZONE,40,Good,,
2019-07-11,Flag Plaza,PM10,20,Good,,
2019-07-11,Avalon,SO2,0,Good,,
2019-07-11,Lawrenceville 2,SO2,1,Good,,
2019-07-11,Harrison Township,NO2,10,Good,,
2019-07-11,Lincoln,PM25,28,Good,,
2019-07-11,North Braddock,SO2,4,Good,,
2019-07-12,Parkway East,CO,10,Good,,
2019-07-12,Flag Plaza,PM10,14,Good,,
2019-07-12,Lawrenceville 2,SO2,0,Good,,
2019-07-12,Lawrenceville 2,CO,3,Good,,
2019-07-12,Harrison Township,NO2,6,Good,,
2019-07-12,Parkway East,NO2,18,Good,,
2019-07-12,Liberty 2,PM10,12,Good,,
2019-07-12,North Braddock,SO2,1,Good,,
2019-07-12,Lawrenceville,OZONE,44,Good,,
2019-07-12,Glassport High Street,PM10,14,Good,,
2019-07-12,Lincoln,PM25,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-12,Parkway East,PM25T,38,Good,,
2019-07-12,Liberty,SO2,4,Good,,
2019-07-12,Flag Plaza,CO,4,Good,,
2019-07-12,Harrison Township,OZONE,43,Good,,
2019-07-12,South Fayette,OZONE,46,Good,,
2019-07-12,Avalon,PM25T,31,Good,,
2019-07-12,Avalon,SO2,0,Good,,
2019-07-12,Clairton,SO2,0,Good,,
2019-07-12,Liberty 2,PM25T,35,Good,,
2019-07-12,North Braddock,PM10B,22,Good,,
2019-07-12,Lawrenceville,PM25B,50,Good,,
2019-07-12,South Fayette,SO2,1,Good,,
2019-07-12,West Mifflin,SO2,3,Good,,
2019-07-12,Lincoln,PM10,21,Good,,
2019-07-13,Harrison Township,OZONE,50,Good,,
2019-07-13,South Fayette,OZONE,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2019-07-13,Avalon,PM25T,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-13,Avalon,SO2,1,Good,,
2019-07-13,Liberty,SO2,49,Good,,
2019-07-13,Lawrenceville,OZONE,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2019-07-13,Glassport High Street,PM10,35,Good,,
2019-07-13,Lincoln,PM25,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-13,Liberty 2,PM25T,78,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-13,Parkway East,PM25T,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-13,South Fayette,SO2,9,Good,,
2019-07-13,Harrison Township,NO2,15,Good,,
2019-07-13,Flag Plaza,PM10,19,Good,,
2019-07-13,Lawrenceville,PM25B,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-13,Lawrenceville 2,SO2,3,Good,,
2019-07-13,North Braddock,SO2,27,Good,,
2019-07-13,North Braddock,PM10B,32,Good,,
2019-07-13,West Mifflin,SO2,24,Good,,
2019-07-13,Flag Plaza,CO,5,Good,,
2019-07-13,Parkway East,CO,19,Good,,
2019-07-13,Parkway East,NO2,20,Good,,
2019-07-13,Clairton,SO2,1,Good,,
2019-07-13,Lawrenceville 2,CO,4,Good,,
2019-07-13,Liberty 2,PM10,30,Good,,
2019-07-13,Lincoln,PM10,36,Good,,
2019-07-14,Flag Plaza,CO,3,Good,,
2019-07-14,South Fayette,OZONE,35,Good,,
2019-07-14,Avalon,SO2,0,Good,,
2019-07-14,Liberty,SO2,50,Good,,
2019-07-14,Harrison Township,NO2,14,Good,,
2019-07-14,Harrison Township,OZONE,36,Good,,
2019-07-14,Avalon,PM25T,42,Good,,
2019-07-14,North Braddock,SO2,4,Good,,
2019-07-14,Lincoln,PM25,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-14,Clairton,SO2,1,Good,,
2019-07-14,Lawrenceville 2,CO,3,Good,,
2019-07-14,Lawrenceville,OZONE,37,Good,,
2019-07-14,Liberty 2,PM10,31,Good,,
2019-07-14,Liberty 2,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-14,Parkway East,PM25T,45,Good,,
2019-07-14,Parkway East,NO2,13,Good,,
2019-07-14,Flag Plaza,PM10,18,Good,,
2019-07-14,Parkway East,CO,8,Good,,
2019-07-14,Glassport High Street,PM10,33,Good,,
2019-07-14,North Braddock,PM10B,35,Good,,
2019-07-14,Lawrenceville,PM25B,45,Good,,
2019-07-14,Lincoln,PM10,29,Good,,
2019-07-14,Lawrenceville 2,SO2,1,Good,,
2019-07-14,South Fayette,SO2,4,Good,,
2019-07-14,West Mifflin,SO2,3,Good,,
2019-07-15,Parkway East,CO,11,Good,,
2019-07-15,Harrison Township,OZONE,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2019-07-15,South Fayette,OZONE,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2019-07-15,Glassport High Street,PM10,22,Good,,
2019-07-15,Lawrenceville,PM25B,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-15,Liberty 2,PM25T,69,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-15,Avalon,SO2,0,Good,,
2019-07-15,Liberty,SO2,54,Moderate,,
2019-07-15,Lawrenceville 2,CO,3,Good,,
2019-07-15,Lawrenceville,OZONE,80,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
2019-07-15,Liberty 2,PM10,23,Good,,
2019-07-15,Lincoln,PM10,31,Good,,
2019-07-15,Clairton,SO2,10,Good,,
2019-07-15,Parkway East,NO2,18,Good,,
2019-07-15,Avalon,PM25T,47,Good,,
2019-07-15,North Braddock,PM10B,24,Good,,
2019-07-15,Flag Plaza,CO,5,Good,,
2019-07-15,Harrison Township,NO2,11,Good,,
2019-07-15,North Braddock,SO2,9,Good,,
2019-07-15,Flag Plaza,PM10,19,Good,,
2019-07-15,Lincoln,PM25,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-15,Parkway East,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-15,Lawrenceville 2,SO2,1,Good,,
2019-07-15,South Fayette,SO2,4,Good,,
2019-07-15,West Mifflin,SO2,10,Good,,
2019-07-16,Parkway East,CO,12,Good,,
2019-07-16,Lawrenceville,OZONE,44,Good,,
2019-07-16,Glassport High Street,PM10,31,Good,,
2019-07-16,Parkway East,NO2,20,Good,,
2019-07-16,Lincoln,PM10,30,Good,,
2019-07-16,Flag Plaza,PM10,21,Good,,
2019-07-16,Lincoln,PM25,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-16,Clairton,SO2,1,Good,,
2019-07-16,Lawrenceville 2,CO,4,Good,,
2019-07-16,Liberty 2,PM10,36,Good,,
2019-07-16,Harrison Township,NO2,17,Good,,
2019-07-16,North Braddock,SO2,6,Good,,
2019-07-16,Flag Plaza,CO,4,Good,,
2019-07-16,Harrison Township,OZONE,47,Good,,
2019-07-16,South Fayette,OZONE,44,Good,,
2019-07-16,Lawrenceville,PM25B,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-16,Avalon,PM25T,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-16,Liberty 2,PM25T,75,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-16,Avalon,SO2,0,Good,,
2019-07-16,Liberty,SO2,52,Moderate,,
2019-07-16,North Braddock,PM10B,42,Good,,
2019-07-16,Lawrenceville 2,SO2,5,Good,,
2019-07-16,South Fayette,SO2,3,Good,,
2019-07-16,West Mifflin,SO2,13,Good,,
2019-07-17,Parkway East,CO,5,Good,,
2019-07-17,Harrison Township,OZONE,27,Good,,
2019-07-17,Lawrenceville,OZONE,25,Good,,
2019-07-17,Glassport High Street,PM10,21,Good,,
2019-07-17,Liberty 2,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-17,Parkway East,PM25T,40,Good,,
2019-07-17,Avalon,SO2,0,Good,,
2019-07-17,Lawrenceville 2,CO,2,Good,,
2019-07-17,South Fayette,OZONE,24,Good,,
2019-07-17,Liberty 2,PM10,26,Good,,
2019-07-17,Flag Plaza,PM10,19,Good,,
2019-07-17,North Braddock,PM10B,38,Good,,
2019-07-17,Lincoln,PM25,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-17,Lawrenceville 2,SO2,2,Good,,
2019-07-17,West Mifflin,SO2,3,Good,,
2019-07-17,Harrison Township,NO2,10,Good,,
2019-07-17,South Fayette,SO2,1,Good,,
2019-07-17,Flag Plaza,CO,3,Good,,
2019-07-17,Parkway East,NO2,12,Good,,
2019-07-17,North Braddock,SO2,4,Good,,
2019-07-17,Lincoln,PM10,27,Good,,
2019-07-17,Liberty,SO2,16,Good,,
2019-07-17,Lawrenceville,PM25B,40,Good,,
2019-07-17,Avalon,PM25T,33,Good,,
2019-07-17,Clairton,SO2,0,Good,,
2019-07-18,Harrison Township,NO2,8,Good,,
2019-07-18,Harrison Township,OZONE,42,Good,,
2019-07-18,Lincoln,PM25,35,Good,,
2019-07-18,Parkway East,PM25T,38,Good,,
2019-07-18,North Braddock,SO2,7,Good,,
2019-07-18,Liberty,SO2,24,Good,,
2019-07-18,South Fayette,SO2,1,Good,,
2019-07-18,Flag Plaza,PM10,13,Good,,
2019-07-18,Avalon,PM25T,34,Good,,
2019-07-18,Liberty 2,PM25T,28,Good,,
2019-07-18,Clairton,SO2,0,Good,,
2019-07-18,Parkway East,CO,8,Good,,
2019-07-18,South Fayette,OZONE,43,Good,,
2019-07-18,Avalon,SO2,0,Good,,
2019-07-18,Glassport High Street,PM10,13,Good,,
2019-07-18,Lincoln,PM10,20,Good,,
2019-07-18,Lawrenceville 2,CO,2,Good,,
2019-07-18,Parkway East,NO2,18,Good,,
2019-07-18,Lawrenceville,OZONE,45,Good,,
2019-07-18,Liberty 2,PM10,13,Good,,
2019-07-18,Flag Plaza,CO,2,Good,,
2019-07-18,Lawrenceville 2,SO2,0,Good,,
2019-07-18,North Braddock,PM10B,25,Good,,
2019-07-18,Lawrenceville,PM25B,49,Good,,
2019-07-18,West Mifflin,SO2,1,Good,,
2019-07-19,Lawrenceville 2,CO,2,Good,,
2019-07-19,Lawrenceville,OZONE,40,Good,,
2019-07-19,Liberty 2,PM10,28,Good,,
2019-07-19,Liberty 2,PM25T,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-19,Parkway East,CO,8,Good,,
2019-07-19,Harrison Township,OZONE,44,Good,,
2019-07-19,South Fayette,OZONE,31,Good,,
2019-07-19,Flag Plaza,PM10,20,Good,,
2019-07-19,Lawrenceville,PM25B,66,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-19,Avalon,SO2,0,Good,,
2019-07-19,Clairton,SO2,3,Good,,
2019-07-19,Lincoln,PM10,29,Good,,
2019-07-19,Avalon,PM25T,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-19,Liberty,SO2,26,Good,,
2019-07-19,Flag Plaza,CO,3,Good,,
2019-07-19,Parkway East,PM25T,60,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-19,Lawrenceville 2,SO2,1,Good,,
2019-07-19,Harrison Township,NO2,14,Good,,
2019-07-19,Parkway East,NO2,10,Good,,
2019-07-19,North Braddock,SO2,6,Good,,
2019-07-19,Glassport High Street,PM10,19,Good,,
2019-07-19,Lincoln,PM25,69,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-19,South Fayette,SO2,3,Good,,
2019-07-19,West Mifflin,SO2,4,Good,,
2019-07-19,North Braddock,PM10B,37,Good,,
2019-07-20,Lawrenceville 2,CO,2,Good,,
2019-07-20,Parkway East,NO2,14,Good,,
2019-07-20,Liberty 2,PM10,25,Good,,
2019-07-20,Lincoln,PM10,31,Good,,
2019-07-20,Lawrenceville,OZONE,41,Good,,
2019-07-20,Glassport High Street,PM10,20,Good,,
2019-07-20,Parkway East,CO,7,Good,,
2019-07-20,Harrison Township,OZONE,44,Good,,
2019-07-20,South Fayette,OZONE,42,Good,,
2019-07-20,Flag Plaza,PM10,22,Good,,
2019-07-20,Lawrenceville,PM25B,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2019-07-20,Avalon,SO2,0,Good,,
