PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
293070486,22163959,27,2022-10-09T20:01:00,"2500 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2904,4,3,-79.9811511391941,40.3866924905732
291676974,22153835,4,2022-09-22T01:26:00,"6900 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,AGG-ASSAULT,2702 Aggravated Assault. / 2706 Terroristic Threats. / 2701 Simple Assault.,1201,9,2,-79.9044341376386,40.4740025127893
291740602,22154088,23,2022-09-22T13:45:00,"Penn Ave & S Highland Ave Pittsburgh, PA 15206",Y,East Liberty,5,PUBLIC DRUNKENESS,5505 Public Drunkenness / 2709(a)(2) Harassment by Following Person in Public Place(s) / 7513 Restriction on Alcoholic Beverages - Open Container,1115,9,2,-79.9248213510388,40.4614220791187
292975633,22162720,10,2022-10-07T02:30:00,"1200 Block Voskamp St Pittsburgh, PA 15212",Y,Spring Garden,1,HARRASSMENT,2709(a) Harassment. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,2412,1,1,-79.9912992436534,40.4595882212629
292983893,22158917,0,2022-09-30T20:59:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Homewood North,5,AGRICULTURAL VANDALISM,3309 Driving on Roadways Laned for Traffic. / 5104 Resisting Arrest or Other Law Enforcement. / 3714 Careless Driving / 3361  Driving Vehicle at Safe Speed. / 3301 Driving on Right Side of Roadway. / 3323 Stop Signs and Yield Signs. / 3736 Reckless Driving / 3733 Fleeing or Attempting to Elude Police Officer / 3334 Turning Movements and Required Signals.,1302,6,6,-79.9931846836602,40.4350718181921
292988460,22163077,10,2022-10-08T00:31:00,"100 Block Merritt Ave Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,2904,4,3,-79.9809965149306,40.3835241080445
292988615,22162871,10,2022-10-07T20:30:00,"Centre Ave & Robinson St Ext Pittsburgh, PA 15219",Y,Terrace Village,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",510,6,3,-79.9648962300451,40.4488297090862
293004954,22163135,0,2022-10-08T08:27:00,"6300 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): Possible PFA Violation,1115,,,,
293010419,22163183,6,2022-10-08T09:52:00,"100 Block Rochelle St Pittsburgh, PA 15210",N,Knoxville,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,3001,3,5,-79.9881100899007,40.4151750679869
293012157,22163195,29,2022-10-08T10:20:00,"6400 Block Clifford St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1203,9,2,-79.9054213413229,40.4695617905696
292766378,22161390,27,2022-10-05T08:30:00,"Ross & Forbes Ave Pittsburgh, PA ",N,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.9960591316118,40.4382355722412
292779677,22161472,10,2022-10-05T12:30:00,"600 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-79.9974088316752,40.4415332222525
292781246,22161484,0,2022-10-05T13:00:00,"5600 Block Pocussett St Pittsburgh, PA 15217",Y,Squirrel Hill South,4,99,9994 PFA Service,1413,5,3,-79.9274216461136,40.4290867833023
292814121,22161669,26,2022-10-04T15:36:00,"6700 Block Mc Pherson Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,1405,,,,
292815223,22161712,27,2022-10-05T19:30:00,"1300 Block Saw Mill Run Blvd Pittsburgh, PA 15210",N,Brookline,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3206,,,,
292900728,22162159,10,2022-10-04T19:55:00,"4900 Block Baum  Blvd Pittsburgh, PA 15213",N,Bloomfield,5,SIMPLE ASSAULT,2701 Simple Assault.,804,7,2,-79.9465220373265,40.4543157591603
292833542,22161827,23,2022-10-06T01:23:00,"1700 Block Wrights Way Pittsburgh, PA 15203",Y,South Side Flats,3,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,1702,3,3,-79.9819637738771,40.4293337786306
292869906,22157049,6,2022-09-25T17:36:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Shadyside,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3925 Receiving Stolen Property.,706,6,6,-79.9960409452176,40.4350395659105
292905177,22162222,6,2022-10-06T18:07:00,"600 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1915,2,5,-80.0127507896855,40.4218049351223
292921934,22162384,29,2022-10-07T00:45:00,"20 Block Divinity St Pittsburgh, PA 15214",N,Perry South,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2614,6,1,-80.0125147788099,40.4631525933234
292922061,22162354,0,2022-10-06T23:56:00,"Kirkpatrick St & Reed St Pittsburgh, PA 15219",N,Terrace Village,2,99,8106 Shots Fired,510,6,3,-79.975056270112,40.4436750735633
292923627,22162405,10,2022-10-07T02:38:00,"2500 Block Waterman Ave Pittsburgh, PA 15227",Y,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault.,2904,4,3,-79.9782110208556,40.3910389009843
293071432,22163970,27,2022-10-09T20:31:00,"Brownsville Rd & Overbrook Blvd Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2902,4,3,-79.9854004762954,40.3892778054911
293106411,22164123,10,2022-10-10T07:02:00,"6400 Block Station St Pittsburgh, PA 15206",Y,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1115,9,2,-79.9187492267927,40.4610531897644
-3542078735,22163826,99,2022-10-09T15:08:00,"700 Block Woodbourne Ave Pittsburgh, PA 15226",N,Brookline,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1918,4,5,-80.0231793661654,40.3933894270872
-3354253236,22163913,10,2022-10-09T18:30:00,"5800 Block Aylesboro Ave Pittsburgh, PA 15217",N,Squirrel Hill North,4,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 2709(a)(4) Harassment Communicates Prohibited Acts,1403,5,3,-79.9227601645019,40.4395563083405
293138141,22158364,17,2022-09-30T06:00:00,Zone 3,N,,3,SEXUAL ASSAULT,3124.1 Sexual Assault,,,,,
293143584,22164468,0,2022-10-10T18:32:00,"Birmingham Brg Pittsburgh, PA 15203",N,South Side Flats,3,99,3742 Accidents Involving Death or Personal Injury,1609,3,3,-79.9756669006774,40.4300920757088
293158618,22164290,6,2022-10-10T13:10:00,"7600 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1405,9,3,-79.8951355743265,40.4471228791488
-3574000814,22164680,14,2022-10-11T07:00:00,"1700 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,CRIM MISCHIEF,3304 Criminal Mischief.,203,7,6,-79.9856926634445,40.4496647585935
293195288,22164792,10,2022-10-11T11:45:00,"Penn Ave & N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1115,9,2,-79.9248213510388,40.4614220791187
291802414,22154690,6,2022-09-22T16:33:00,"1500 Block Brighton Rd Pittsburgh, PA 15212",N,Central North Side,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2503,6,1,-80.0165685056208,40.4568744092444
-3413206721,22154854,10,2022-09-23T12:00:00,"300 Block Melwood Ave Pittsburgh, PA 15213",N,North Oakland,4,HARRASSMENT,2709(a) Harassment.,507,6,3,-79.9507528971167,40.4524545869485
293018977,22163286,27,2022-10-08T13:00:00,"1300 Block Jeffers St Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2022,2,5,-80.0650878274151,40.4538670230583
293020702,22162720,10,2022-10-07T02:30:00,"1200 Block Voskamp St Pittsburgh, PA 15212",Y,Spring Garden,1,HARRASSMENT,2709(a) Harassment. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,2412,1,1,-79.9912992436534,40.4595882212629
293022288,22163302,20,2022-10-08T14:55:00,"1600 Block Crucible St Pittsburgh, PA 15220",Y,Crafton Heights,6,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,2814,2,5,-80.0517211557198,40.4474571296139
293033194,22163359,6,2022-10-08T16:59:00,"7600 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1405,9,3,-79.8951355743265,40.4471228791488
293049799,22163784,5,2022-10-09T12:53:00,"2100 Block Rhine St Pittsburgh, PA 15212",N,Spring Hill-City View,1,BURGLARY,3502 Burglary.,2620,1,1,-79.9936135100542,40.466590276641
293082421,22164052,99,2022-10-10T00:36:00,"900 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,LOST PROPERTY,9504 Lost Property,201,6,6,-79.9979394801918,40.4429453058994
292922242,22162378,26,2022-10-07T00:45:00,"1800 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,103,6,3,-79.9813236408135,40.4373720231649
292929945,22162460,6,2022-10-02T06:00:00,"N Smallman St Pittsburgh, PA 15222",N,Strip District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,203,,,,
292951949,22162527,9,2022-10-07T10:01:00,"5600 Block 5th Ave Pittsburgh, PA 15232",Y,Shadyside,4,FORGERY,4101 Forgery. / 3922 Theft by Deception. / 4106 Access Device Fraud,703,8,3,-79.9305434002318,40.4491625217055
292969237,22162638,27,2022-10-06T09:30:00,"1500 Block Orangewood Ave Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1916,4,5,-80.0185436041295,40.4121020456681
292959838,22162437,13,2022-10-07T06:04:00,"400 Block Center Ave West View , PA 15229",N,Outside City,OSC,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(16) Possession of Controlled Substance,5599,,,-80.0233913978774,40.5179307171055
292975705,22162785,0,2022-10-07T17:50:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.9799824053927,40.4435889103074
292978416,22162760,6,2022-10-06T23:59:00,"1200 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item / 4106 Access Device Fraud,1702,3,3,-79.9862131966527,40.4285828598749
292980566,22162880,27,2022-10-07T18:45:00,"Liberty Brg Pittsburgh, PA 15203",N,South Side Slopes,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1706,,,,
292984310,22162974,99,2022-10-05T02:10:00,"S 18th St & E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1702,3,3,-79.9805652715853,40.4287665592296
292984339,22162981,0,2022-10-07T23:54:00,"1700 Block Murray Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,99,3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1413,5,3,-79.9231547045145,40.4379249093786
292985478,22162991,10,2022-10-08T00:29:00,"200 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,HARRASSMENT,2709(a) Harassment.,1914,2,5,-80.0108639068144,40.4243705777301
291792921,22154642,0,2022-09-23T10:45:00,"5300 Block Butler St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,99,9999 9999 - (Misc. Incident): Suspicious Incident.,1011,7,2,-79.9522872100965,40.4821389486867
291798391,22154671,0,2022-09-23T12:10:00,"2300 Block Fremont Pl Pittsburgh, PA 15216",N,Beechview,6,99,9994 PFA Service,1920,4,5,-80.0309766303975,40.4023239972252
291842248,22155206,14,2022-09-23T23:30:00,"900 Block Phineas St Pittsburgh, PA 15212",N,Troy Hill,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2406,1,1,-79.9946402423068,40.4554277701071
293219245,22164207,14,2022-10-10T09:00:00,"5600 Block Baum Blvd Pittsburgh, PA 15232",N,Friendship,5,CRIM MISCHIEF,3304 Criminal Mischief.,807,,,,
293269219,22164303,10,2022-10-05T12:45:00,"7000 Block Lemington Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT,2701 Simple Assault.,1201,9,2,-79.8981879623688,40.4713865299518
293283170,22165392,0,2022-10-12T11:30:00,"1200 Block Berry St Pittsburgh, PA 15204",N,Crafton Heights,6,99,9994 PFA Service,2814,2,5,-80.0592938039045,40.45089245792
293295477,22164969,10,2022-10-11T17:27:00,"Bates St & Hodge St Pittsburgh, PA 15213",Y,South Oakland,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3743 Accidents Involving Damage to Attended Veh. or Property",409,3,3,-79.9587037313013,40.43171410765
293300686,22165384,99,2022-10-12T12:02:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",N,East Hills,5,DOG BITE,9492 Dog Bite,1306,,,,
293318186,22165431,0,2022-10-12T14:50:00,"500 Block El Ct Pittsburgh, PA 15221",N,Homewood South,5,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): ,1304,,,,
291779849,22154567,99,2022-09-23T08:27:00,"7th Ave & Smithfield St Pittsburgh, PA 15219",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9968440263859,40.4428382047841
291789619,22154598,0,2022-09-23T09:27:00,"1700 Block Bentley Dr Pittsburgh, PA 15219",Y,West Oakland,4,99,3503(b.1)(1)(iii) Criminal Trespass/Simple Trespasser - Defacing or Damaging the Premises,402,,,,
291838023,22155138,0,2022-09-24T07:32:00,"5300 Block N Aiken Ct Pittsburgh, PA 15206",N,Stanton Heights,5,99,9999 9999 - (Misc. Incident): Runaway Adult,1005,,,,
291856962,22155491,0,2022-09-24T21:09:00,"6200 Block Broad St Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): ,1115,9,2,-79.9220514004315,40.4616553224018
291862236,22155607,99,2022-09-25T02:20:00,"80 Block Martera Pl Pittsburgh, PA 15205",Y,Crafton Heights,6,MENTAL 201/302,9498 302 (Mental),2814,2,5,-80.0547385261245,40.4447665722805
291863693,22155564,0,2022-09-24T23:53:00,"200 Block 51st St Pittsburgh, PA 15201",N,Lower Lawrenceville,3,99,9998 Overdose Other,603,4,5,-79.9975709203564,40.3923886819851
293089994,22164141,27,2022-10-10T07:21:00,"5400 Block Broad St Pittsburgh, PA 15206",N,Garfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1114,9,2,-79.9358071613606,40.4654201034803
293100283,22164149,26,2022-10-10T08:00:00,"60 Block Amanda Ave Pittsburgh, PA 15210",N,Allentown,3,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,1803,,,,
293112946,22164230,5,2022-10-10T00:32:00,"300 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,BURGLARY,3502 Burglary.,201,6,6,-80.006260044902,40.4405702014184
292972255,22162661,6,2022-10-06T18:00:00,"S 22nd St & E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",1609,3,3,-79.9746421516966,40.42842082423
292972666,22162662,11,2022-10-06T00:01:00,"1200 Block Grandview Ave Pittsburgh, PA 15219",N,Mount Washington,3,THEFT BY DECEPTION,3922 Theft by Deception.,1903,2,5,-80.0182125847737,40.4379420591741
292974057,22162673,6,2022-10-07T06:00:00,"7100 Block Everton St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1202,,,,
292976571,22162767,6,2022-10-07T17:30:00,"900 Block Liberty  Ave Pittsburgh, PA 15222",Y,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.9979394801918,40.4429453058994
292978495,22162338,99,2022-10-03T08:00:00,"2600 Block E Carson St N Pittsburgh, PA 15203",N,South Side Flats,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1609,3,3,-79.9682421893291,40.4272789740558
292982870,22162865,6,2022-10-06T18:00:00,"2600 Block Larkins Way Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1609,3,3,-79.9689654314407,40.4261595871928
292984552,22162965,0,2022-10-07T23:30:00,"200 Block Hallock St Pittsburgh, PA 15211",N,Duquesne Heights,3,99,9999 9999 - (Misc. Incident): Forced Entry,1911,2,5,-80.0179967181303,40.4347860938041
292985132,22162996,0,2022-10-08T01:30:00,"1700 Block Crestline St Pittsburgh, PA 15221",N,East Hills,5,99,9994 PFA Service,1306,9,2,-79.876567803549,40.4498065167308
292986257,22163065,27,2022-10-08T04:22:00,"E Carson St & Smithfield St Brg Pittsburgh, PA 15219",N,South Shore,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1921,2,5,-80.0039907163094,40.4321467142124
291757991,22154210,6,2022-09-22T16:58:00,"7600 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1405,9,3,-79.8951355743265,40.4471228791488
293024623,22163382,6,2022-10-02T21:00:00,"200 Block E Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1515,5,3,-79.9413680299738,40.4071916178704
293024720,22163412,6,2022-09-30T15:00:00,"200 Block E Elizabeth St Pittsburgh, PA 15207",N,Hazelwood,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1515,5,3,-79.9413680299738,40.4071916178704
293025058,22163438,10,2022-10-08T19:37:00,"Arlington Ave & Knox Ave Pittsburgh, PA 15210",N,Allentown,3,SIMPLE ASSAULT,2701 Simple Assault.,1803,3,5,-79.9907035654699,40.4201659062509
293025752,22163417,14,2022-10-08T19:01:00,"3100 Block Landis St Pittsburgh, PA 15204",N,Sheraden,6,CRIM MISCHIEF,3304 Criminal Mischief. / 9130 Graffiti Investigation,2018,2,5,-80.0556002598474,40.4564815637975
293033974,22163552,18,2022-10-08T23:56:00,"10 Block Allen St Pittsburgh, PA 15210",Y,Allentown,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 5505 Public Drunkenness / 3503(b.1) Criminal Trespass - Simple Trespasser,1803,3,5,-79.9936080855976,40.4238925477067
293044390,22163723,27,2022-10-09T10:15:00,"300 Block Main St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,902,7,2,-79.9579476679689,40.4673830136992
293056291,22163902,6,2022-10-09T18:00:00,"3900 Block Vinceton St Pittsburgh, PA 15214",N,Perry North,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2602,1,1,-80.0234217161728,40.4885330471251
293060763,22163904,27,2022-10-09T18:10:00,"Saw Mill Run Blvd & Colerain Ter Pittsburgh, PA 15210",Y,Carrick,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,2901,4,3,-79.9982137110554,40.396305136835
291862795,22155640,0,2022-09-25T02:43:00,"E Carson St & S 10th Trwy Pittsburgh, PA 15203",Y,South Side Flats,3,DUI - GENERAL IMPAIRMENT,3802(a)(1) DUI - General Impairment,1702,3,3,-79.9885762778787,40.4287104703372
293326763,22165611,27,2022-10-12T19:05:00,"3rd Ave & Cherry Way Pittsburgh, PA 15219",Y,Central Business District,2,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.9990288954127,40.437898417043
293349564,22165641,6,2022-10-12T20:19:00,"6200 Block Penn Ave Pittsburgh, PA 15206",Y,East Liberty,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1115,8,2,-79.92259331497,40.4601393368172
-3556042282,22165798,6,2022-10-13T06:00:00,"700 Block Brookline Blvd Pittsburgh, PA 15226",N,Brookline,6,THEFT FROM AUTO,3934 Theft from Vehicle,1919,4,5,-80.0216956268774,40.3945911346561
293380930,22165891,0,2022-10-13T10:30:00,"2000 Block Centre Ave Pittsburgh, PA 15219",Y,Crawford-Roberts,2,99,9994 PFA Service,305,6,3,-79.9799824053927,40.4435889103074
293403271,22165996,10,2022-10-13T14:11:00,"800 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",201,6,6,-79.9989191960258,40.4426863590683
293423068,22166141,99,2022-10-13T19:00:00,"900 Block Watson St Pittsburgh, PA 15219",Y,Bluff,2,AIDED CASE,9497 Aided Case,103,6,6,-79.9917707041067,40.4384049595166
291866985,22155683,6,2022-09-25T08:14:00,"2100 Block Lowrie St Pittsburgh, PA 15212",Y,Troy Hill,1,THEFT,"3921(a) Theft by Unlawful Taking or Disposition - Movable item / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 5121 Escape. / 100 Fugitive",2406,1,1,-79.9788497781225,40.4692653644444
291868275,22155727,10,2022-09-25T09:47:00,"5th Ave & Vine St Pittsburgh, PA 15219",N,Bluff,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,103,6,3,-79.9840893168764,40.4385060539463
